Tweet,Sentimen
"Jika tdk bisa diselesaikan masa jabatan @DPR_RI yg habis 2024, DPR mayoritas 2014 terlibat arogansi beresiko suara akan turun yg dialami partai bg @jansen_jsp pemilu 2019
Cc @tifsembiring @Fahrihamzah @puanmaharani_ri @fadlizon @ZUL_Hasan @cakimiNOW @na_dirs @muannas_alaidid",negatif
"@ABSetyono @Spy_Zone85 @kemkominfo @PlateJohnny Menkominfo Johnny G. Plate mengatakan, keputusan untuk menerapkan pemilihan umum secara elektronik atau e-voting pada Pemilu Serentak 2024 menjadi kewenangan KPU dan DPR.
@kemkominfo",negatif
@hanihaee7 @andalasfess Kurang sepuh soalnya jarang ke DPR dan sekitarnya 🙏🏼,negatif
gorden nya dpr mgkn gorden surga ya,negatif
"@amardinette aku baik, teteh apa kabar? abis jadi TDI kok langsung jarang keliatan si teh kaya caleg yang udah lolos jadi anggota DPR aja 🤭",negatif
@nksthi DPR kan setuju usulan e pemerintah 😌,Positif
istipar kagak lu anak dpr😡 you guys can have him when i dont need him anymore nye nye nye anjing lu noah,negatif
"@VIVAcoid Klo begitu coba pak @jokowi,usung oleh pak @luhut_binsar jd Sekjen PBB,segera saja,setelah lengser jd Presiden RI thn 2024,promosikan ke berbagai negara dunia @mohmahfudmd @ZUL_Hasan @cakimiNOW @airlangga_hrt @MPRRI @DPR_RI @DPDRI @DPP_PKB @PartaiGolkar @Official_PAN",negatif
Buset enak yh jd DPR 😩,negatif
"Arogansi &amp; diktator kekuasaan pemilu 2014 di @DPR_RI mayoritas saat itu. Bagaimana mau pimpin 2024, kelakuan 2014 blm dibersihkan dg amandemen presiden cukup 1 periode
Cc @hnurwahid @Fahrihamzah @puanmaharani_ri @jokowi @MataNajwa @jansen_jsp @cakimiNOW @ZUL_Hasan @tifsembiring",negatif
@killthedj @jokowi Bakal jadi warning kalau udah ada 'gerakan' di DPR buat rubah undang-undang,negatif
@darjofess Kav dpr,Positif
"Kenapa kok DPR-RI suka angguk² burung tekukur atas kebijakan Pemerintah ttg kenaikan BBM?. Wahai Angt.Dewan, fikirkanlah nasib rakyat &amp; Bertindaklah sbg Oposisi bagi Pemerintah !.
#DPRRIMusuhRakyat ?
DPR (Dewan Permusuhan Rakyat)
#DPRRIMusuhRakyat ?",negatif
"@eemail_ @Donny96332761 @susipudjiastuti Lha iyalah....aku demo ke DPR minta JOKOWI menjabat 10 tahun juga boleh dan bisa.
INDONESIA negara DEMOKRASI siapapun boleh mengeluarkan pendapatnya.
Kamu demo minta negara khilafah juga boleh 😂😂😂
Bu @susipudjiastuti  tolong @eemail_ diberi pencerahan.",negatif
"Munas APDESI bulan september 2021 pemil8han ketua sdgkan pk Arifin legalitas 1 agustus 2021. @DPR_RI pemilihan 2009 bisa dua kali pilih capres th 2009&amp; 2014 dg presidential threshold yg sama,apa langgar konstitusi
Cc @Fahrihamzah @msaid_didu @mohmahfudmd @jokowi @FaldoMaldini",negatif
@geloraco Apakah DPR memutuskan sesuatu itu tanpa kajian terlebih dulu ya ??,negatif
"@txtdarisukabumi @DPR_RI di perhatiin dong, jan maunya perhatiin dana aspirasi mulu.",negatif
@txtdrberseragam Tembak dpr aja,negatif
"Yang ngributin DPR ,yg suruh mundur dan turun siapa 😁 https://t.co/vdxheJ3oJH",negatif
@CNNIndonesia Keinginan dpr,negatif
"@TeddGus Apaan tuh, dipanggil DPR aja mangkir kok... 🙄

Gak jentel blas😝",negatif
@jokowi plottwistnya dpr ngerubah konstitusi jadi 3 periode hilihh,negatif
"@chaesnutt94 @coklatswiit @tanyakanrl ""...untuk mengganti gorden di 505 unit RUMAH jabatan anggota DPR..."" 😂",Positif
"@liputan6dotcom @DPR_RI maaf kenapa jadi ngebebanin rakyatnya ya? lagi pandemi gini seharusnya lebih peka dong kita tuh lagi krisis perekonomian, bukannya diturunin semua harga sembako dll malah di naikin maunya apa? ga ush setuju aja apa susahnya sih kasian rakyat yg perekonomian nya keganggu",negatif
"gini dong ketua PSSI itu mantan pemain pro, jangan yg dipilih org militer lah, org dpr lah, pengusaha lah. ya ga maju2 sepakbola negara wakanda ini 🤣",negatif
"anggota dpr bisa menolak, kalau memang benar ada partai yang berpihak pada kepentingan rakyat, tentu pimpinannya akan perintahkan kadernya di DPR untuk menolak.

cc @PKSejahtera @PDemokrat @AgusYudhoyono @syaikhu_ahmad @hnurwahid",negatif
DPR nya kaya taik setuju2 aja pertamax jd 16 ribu…wakil rakyat apaan tuh 😡😡😡,negatif
"@__Sridiana_3va Apa bapack2 yg di DPR sana ga ada tersirat sedikit rasa malu y ketika berbaur di masyarakat terus tetiba di omongin ama warga,,apa masih ada y rasa malu mereka",negatif
"@sqmuad Gedung apa kak, ada request? Kalo aku sih gedung dpr, habis ganti gorden soalnya",negatif
"😂😂😂😂

DPR sudah mewakili rakyat, gordennya aja 90 juta ?? 😱",negatif
"@mahasiswigenz @DPR_RI Positif aja , siapa tau itu gorden anti peluru dan tahan terhadap segala cuaca",negatif
"@xhsvhcbebzjabx @tanyakanrl Masalahnya pake duit rakyat, coba tu dpr iuran, ga masalah mau gorden berapapun😂",negatif
@tanyakanrl Ngbrolin Gorden? Kaga ada yg mau Tag DPR RI ?,negatif
"@nnmulchr @jokowi Wakil rakyat ya DPR bosss, bukan presiden",negatif
"@ABSetyono @kemkominfo Johnny Plate justru tidak sabar kapan Kominfo diundang Panitia Kerja (Panja) Komisi 1 DPR untuk diajak bicara sehingga Indonesia segera memiliki UU PDP.
@kemkominfo",Positif
"Kagum Degan Nyali_mu sobat

CC
@jokowi 
@dennysiregar 
@DPR_RI https://t.co/gsVGfcwvgx",negatif
"@CNNIndonesia Setelah sukses masuk DPR RI sekarang anak PKI boleh masuk menjadi prajurit TNI. 

Tinggal satu langkah lagi... menuju puncak tertinggi.",negatif
"@xhsvhcbebzjabx @tanyakanrl Maaf kak, maaf banget mau itu 15jt, 50jt ya silakan tapi yg untuk DPR itu kan bukan uang pribadinya yg dipake buat beli. Eh bener nggak sih?",negatif
"@OposisiCerdas Percuma manggil DPR . Kagak guna jg DPR . Kebanyakan jg konco2 jokowi di DPR . Sabar kt sampai 2024 . Wajib turun , kalau bisa besok lengser .",negatif
"@ABSetyono @kemkominfo Menkominfo Minta RUU PDP Tidak Digantung Panja Komisi 1 DPR
@kemkominfo",Positif
@AchsanulQosasi @satriohendri DPR periode ini adalah seburuk2nya DPR sepanjang masa. Bisa dibubarkan sj tdk pak?,negatif
@AchsanulQosasi @satriohendri DPR bloon ! https://t.co/Wer3JX6OAY,negatif
"@democrazymedia Yg berbahaya itu kader2 PKI,yg berkeliaran,ada yg jd legislator,itu yg hrs diberantas @gp_ansornu @Official_Ansor @YaqutCQoumas.PKI jelas2 organisasi terlarang sesuai TAP MPRS 1966,bertentangan dg Pancasila&amp;UUD 1945. @MPRRI @DPR_RI @DPDRI @MahkamahAgung @officialMKRI @fadlizon",negatif
"@ABSetyono @kemkominfo @PlateJohnny Masalahnya, Komisi I DPR seolah ogah-ogahan dalam menyikapi RUU 

@kemkominfo",Positif
"Di tengah sulitnya ekonomi rakyat yang terus mencekik karena berbagai kebutuhan pokok naik, para wakil rakyat justru sibuk ""mempercantik"" aksesoris Rumah Jabatan Anggota (RJA) DPR. Inikah tanda sense of crisis wakil rakyat telah sirna?
#Opini
https://t.co/ySLrSC8GwM https://t.co/XPd8V0mYSd",negatif
@iniMandaaa_ Padahal gorden bangau di oren murah 🤌🏻🤧🤣 manja kali dpr ni,negatif
Ngene loh yo dpr jek nemen e tuku gorden sampe rego miliaran,negatif
"Ditunda, Pelantikan Kahar Muzakir Jadi Pimpinan Komisi XI DPR https://t.co/szA9TRpTf2 https://t.co/Vj1fA29FzY",Positif
"@CoRumara @pertamina @basuki_btp @Menlu_RI @DPR_RI Ternyata sejarah hanya akan terus berulang dan Indonesia juga akan mendapat gilirannya..
Semoga kita bisa mencapai puncaknya sebelum menjadi reruntuhan kembali..
#StopPutin
#StandWithUkraine https://t.co/43TJNgueO6",negatif
@dpr_yian jangan lupa istirahat eaa,negatif
@KhhFess Dpr &amp; ash island,negatif
@DPR_Audia Hempaskan dan lupakan,negatif
@sanzurider nanti angkat ak jdi dpr yach,Positif
@Joyssparkle30 wkwk mending jd dpr aja ga si??,negatif
@detikcom Tumben DPR mikirin itu gue setuju kebetulan udah mati 2bulan🤣,negatif
"Alhamdulillah, Terima kasih untuk Ibu Bapak anggota Komisi I DPR RI atas perkenan dukungan, kepercayaan, dan kesempatannya, serta semua yang do'a dan dukung. Sangat berarti!

Menjadi Komisioner termuda diantara calon terpilih. Ini menjadi modal saya untuk tetap rendah hati  🙂🙏🏻 https://t.co/zV2sbJBNjH",Positif
@convomf TIKET DPR WE GANG GANG,negatif
"Beli Minyak Goreng&amp;Minyak Solar sj susah,koq disuruh urunan proyek IKN,pak @jokowi @Kiyai_MarufAmin?Pindah IKN bukan maunya Rakyat,tak ada Refferendum Rakyat utk Pindah IKN.Pindah IKN itu Keputusan Pemerintah,pemerintah lah yg hrs cari Dananya.@MPRRI @DPDRI @DPR_RI @officialMKRI",negatif
"@tanyakanrl Nantinya diharapkan DPR mampu menggunakan anggaran secara BIJAK DAN DEWASA sehingga tidak terjadi blunder ke masyarakat 
TErimakasih
*",negatif
"@RamliRizal Dan teman temannya.
Semoga tidur kalian nyenyak.
Jika pun Khabar ini benar,Tunggu mekanisme nya.
Bagaimana @DPR_RI menyikapi.
#Amandemen UU.

APDESI Bakal Deklarasi Dukung Jokowi 3 Periode Setelah Lebaran
Klik untuk baca: https://t.co/iG66Rz9Yoe",negatif
"@tanyakanrl Perlunya dilakukan kajian ulang mengenai kebutuhan primer,sekunder dan juga tambahan dalam DPR
Analisis kebutuhan ini ditujukan agar penggunaan anggaran yang notabenenya uang rakyat dapat termanfaatkan secara tepat guna",negatif
@AnasApriyadi @FT_IDN Berharap ke dpr? Wkwk,negatif
"@bpa_b4p @Bambang_Budimab @Hayuningrat7 Gw lahir d jaksel hidup dan besar d jaksel, umur kalian mungkin msh tk ktika orba berkuasa, jd balajar lg yg bnyak dik tentang gmna orba mendikte indonesia selama kurun 35 thn lbh, gw ngerasain dobrak gedung dpr, rpi gak perlu bkoar sm org yg kmampuan literasi sejarah bngsa nya -",negatif
"@killthedj @jokowi Apa bisa Presiden menyatakan stop manuver politik kepada para politisi? Apa tidak dianggap intervensi DPR dan MPR? 
Menurut saya Presiden tidak santai deh menanggapi isu ini. 

https://t.co/J4jU10Hwnh",negatif
"Ketua Umum Perbanas Kartika Wirjoatmodjo, Ketua Komtap Kadin Bidang Pengembangan Investasi Daerah Reza Maspaitella, dan Anggota Komisi XI FPKB DPR RI Ela Siti Nuryamah.

#InvestasiTumbuhIndonesiaMaju
#KementerianInvestasi",Positif
"dari hulu ke hilir.

Acara ini dihadiri pula oleh Ketua Fraksi PKB Cucun Ahmad Syamsurijal, Wakil Ketua Komisi XI DPR RI Fathan Subchi, Direktur Investasi Lembaga Pengelola Investasi (LPI) atau Indonesia Investment Authority (INA) Stefanus Ade Hadiwidjaja,",Positif
Menteri Investasi/Kepala BKPM @bahlillahadalia hadir sebagai pembicara kunci dalam diskusi publik yang diselenggarakan oleh Fraksi Partai Kebangkitan Bangsa (PKB) DPR RI di ruang Rapat Delegasi MPR-RI Nusantara V (30/3). https://t.co/L5qdgVevEe,Positif
"@KhhFess minsik, dpr live, ash!",negatif
"@CNNIndonesia Mirisnyaaa negriku, disaat keadaan sulit kayak gini, pemerintah dan DPR seenak jidat nghambur2in anggaran seolah gak punya empati akan naiknya harga. Alih2 diatasi masalahnya di birokrasi, eh malah disuruh maklumi dengan hal konyol seperti goreng tnpa minyak dan makan pisang 😭",negatif
"@Lady_Zeebo ...IDI koar2 ""Dokter Terawan mangkir sewaktu kami panggil...etc...etc..."". Tapi giliran IDI dipanggil DPR, IDI sendiri MANGKIR....MALING TERIAK MALIIINNGG...!!!",negatif
@s4h4b4tl4m4 @jokowi @puanmaharani_ri @DPR_RI Babang Pino mmg gada lawan😆,negatif
"@saaaaaaarrrrrr Dpr bbmnya dapet anggaran cuk ya wkwkk
Lah yang lain ga dipikir",Positif
"Gimana ini Pak, brutal sekali skenario...
@ListyoSigitP
@DPR_RI 
@PKSejahtera 
@PDemokrat",negatif
"@hnurwahid Bubarkan saja @PKSejahtera 
Koar koar di medsos.

Emang situ tak punya Gedung Parlemen.
Tolak di @DPR_RI
Kalau punya etika.",negatif
@PutraErlangga95 Yo KETNAP DPR BONGAK Tu,negatif
"@dayatia @bintangemon capek bahas dpr dok, kalo ga bikin emosi ya korupsi",negatif
wkwk dpr kaya di fakultasku sebutannya🥲,negatif
@liputan6dotcom Ikh goblog sia mah @DPR_RI ! Cing modarna katelem minyak kabeh,negatif
@dsongmyno Cek di web?,negatif
Tapi dpr live juga lagunya enak2 bgtt. Walau gue ga ngerti itu genrenya apa. Ya kata orang2 rnb. Gue tetep ga ngerti cuma gue suka aja. Hahahahahah,negatif
@JUNGWOO98FC Juwu gitu juga kah? Udah discrol2 tetep loading yang ayah,negatif
@detikcom Baru pertama kali gua setuju sama usul DPR kali 😂,negatif
@cippaww_ Olesin ke anggota dpr,Positif
"@xfmx_12 @ruliemaulana Pemahaman hukum, kalah oleh presiden/DPR yang ndableg. Tinggal buat UU baru.",negatif
Gue pas liat collabnya sama photoshop kek “jaws dropped” gitu. Keren bgtttt!!!! Kalo ga percaya liat di ytb. Aku sukaaa. Terus dia juga bilang suka jadi producer mv gitu buat dpr. Kalo yg producer music kan biasanya dpr live yaaa nah dia bagian mv,negatif
@mahasiswigenz @DPR_RI Pake benang emas...,negatif
@hnurwahid pak sy tau tuh ujung2nya nanti dpr akan voting buat amandemen uu pemilu.klo udah voting pdip sebagai partai penguasa pasti menang.krn dia mayoritas.soo selamat menikmati aja...,negatif
@liputan6dotcom @DPR_RI BINATANG!!!!,negatif
"#TemanPemilih Selasa(29/03/2022) KPU Nagekeo mengikuti Rapat Koordinasi PAW anggota Dewan Perwakilan Rakyat (DPR) Kabupaten/Kota dari Partai Berkarya yang diselenggarakan oleh KPU Provinsi NTT melalui zoom meeting
#kpumelayani 
#kpunagekeo 
#pemiluserentak2024 https://t.co/RurjTJUjaH",Positif
Ganteng bgt gue harus menebarkan pesona kesayangan yg talented ini kesemua moots gue. Bukan cuma suara dan lagunya yg gue suka. Dia keren bgt kalo bikin video. Yes dia producer dan editor mv2 dpr gitu 🥹🥹🥹🥹🥹 dia punya collab bareng photoshop dan dia bikin iklannya sendiri https://t.co/Ers4KSWCGt,negatif
"@BY0UNGGRL qn le pregunto, byounggon sube otro cover de dpr",negatif
"Gorden emas kali yg mo di beli 🤷, ini DPR ngewakilin rakyat yg mana sih sebenernya 🤦.",negatif
"hmm baiqla, memang benar DPR wakanda tidak ada yang........

@uncleseptember
Katla 69 4/6

🟨⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛🟩🟨🟩⬛
🟩🟩🟩🟩🟩

https://t.co/GQSpWMNIKO",negatif
Baleg DPR: RUU TPKS Cerminan Peradaban Indonesia https://t.co/BnmLxfp2RH,Positif
@dpr_yian Kalo gak nemu berarti gak di calling ya oppa,negatif
"@detikcom Minyak goreng naik
Kedelai naik
Pertamax naik
Elpiji naik
Listrik naik
Pulsa naik
Sembako naik
Harta presiden naik
Harta menteri naik
Harta dpr naik
Harta hakim naik
Harta pejabat bumn naik
Harta taipan naik
Yg makin untung siapa?
Yg makin kaya siapa? 
Indonesia milik siapa?",negatif
@yunartowijaya samperin rumahnya luhut aja yuk atau ke kantornya daripada gedung DPR,negatif
"Per 1 April 2022, PT Pertamina (Persero) dikabarkan akan menaikkan harga BBM non subsidi Pertamax. Komisi VI DPR RI mendukung penyesuaian harga BBM  mengikuti harga keekonomian minyak dunia untuk menjamin kesehatan keuangan PT Pertamina (Persero), Senin (28/3). https://t.co/GsmxOT43Vt",Positif
@DPR_RI Masih tega beli gordiyn 90jt?,negatif
@KhhFess dpr live,negatif
@liputan6dotcom Dpr kontol,negatif
@dpr_yian Aaaaaah lucu nya~,negatif
"DPR jadwalkan rapat gabungan untuk bahas minyak goreng
https://t.co/QRyyoTk70M https://t.co/nhmCn4PhB7",Positif
Hari ini pagi2 dpr ian ngeigs hari gue langsung cerah secerah kehidupan gue selanjutnya. Sumpah ganteng bgt deh itu mas2 australi korea. Gantengnya baru keliatan pas jadi dpr pas sebelumnya kenapa ga keliatan sihhhhh???? https://t.co/JPrebUAuZM,negatif
"DPR Setujui Harga Pertamax Naik, Publik Ingatkan Puan Maharani Pernah Menangis saat Harga BBM Naik Era SBY

Ternyata air mata bu aya eh bu puan itu air mata drama 🤭
 https://t.co/i6Hq1YFEXb",negatif
"DJP, DPR dan Pemkab Pati Kompak Serukan Program PPS https://t.co/Dmba9vnrpN",Positif
kalo nct as a whole penontonnya ngalahin demo dpr ini mah😭😭😭,negatif
"@dpr_yian Huhu iya ka, amen semoga cepet balik tampil lagi",negatif
Panja DPR Pertanyakan Jumlah Vaksin Halal Sangat Terbatas https://t.co/X2ZqOI4rXp,Positif
"@dpr_yian Terimakasih banyak, hyong. 👍",negatif
@pdrloz2202 Te amu,negatif
"Dalam program tersebut salah satunya dibahas tentang penggunaan barang impor dalam PBJP. Hadir dalam forum tersebut Deputi Bidang Pembiayaan KemenkopUKM Hanung Harimba Rachman, Anggota Komisi VI DPR RI Deddy Yevri Hanteru Sitorus dan Pengamat Ekonomi Faisal Basri.",Positif
Poke @Viviane_DPR #Franquerym,negatif
"@dpr_yian Emang gitu yah, nanti juga baik sendiri 👍",negatif
Udah bubarin aja itu DPR gak mewakilin rakyat,negatif
"@catchmeupid Waaww, per rumah +- 96 juta...
Nanti di akhirat, DPR diminta pertanggungjawaban atas apa yang dilakukannya terhadap uang rakyat dan kebijakan-kebijakannya...",negatif
"#. Abis update twt kok malah loading mulu kalo ke tl, mt, dm. Sinyal padahal fullo",negatif
@dpr_yian Sobat hyong jangan pelit pelit makan ya sama gua,negatif
@ygxlee Udah lumayan lama ada jung,negatif
"Lagi"" gerombolan poli_tikus busuk Senayan @mprgoid @DPR_RI hy bekerja sbg tukang stempel rezim pemerintahan acakadut &amp; zhalim @jokowi. Hadiah terindah sesdh harga migor meroket. Tukang hasut, kalbun @Dennysiregar7 khinzir @_ekokuntadhi pun sukses andil mencekik leher rakyat. Hmm. https://t.co/6r2f6DToeA",negatif
DPR..DEWAN PEMERAS RAKYAT..ANJING KALIAN...,negatif
"lucu anggaran pengaspalan jalan dan Anggaran ganti Gorden kok besaran ganti gorden. 😂😂
#KomiKita @DPR_RI https://t.co/fx6tm31v5l",negatif
"@niko_kos96 @yunartowijaya Beda bos, LBP emang bisa apa kalau MPR DPR nolak",negatif
@dpr_yian LHO SEJAK KAPAN ADA P.O DI KIGJTYMMSNSHHAAVSBBSSHHSBQJWMZMZNSJSDN,negatif
Wah. Semangat wamilnya bro!,negatif
"@Om_HME @An_Kiim Betul bang. Bukan mau munafik, tapi demo 98 selalu ada yg ngantar makan entah dari siapa sehingga saya dan teman2 bisa bertahan di DPR 3 hari 3 malam. Mudah2an yg sekarang juga ada donatur buat konsumsi..",negatif
@thegreatcr7x @AmbisUCL @hidelove12 @caklazt @fungsionaris @Heraloebss @DPR_RI @jokowi @PBIDI Gak skip,negatif
"PPP Tolak Anggaran Gorden Rumah Jabatan DPR Rp. 48,7M: Tidak Urgen!

@DPP_PPP @acbaidowi 

#PartaiPPP
#FraksiPPP 
#partaipersatuanpembangunan https://t.co/ejLlT7WxO3",negatif
"@fikadewi_ @BlueJeans_Hitam @jokowi @puanmaharani_ri @DPR_RI Nah itu dia 
😂😂",negatif
@ash_bossss Kalo ketemu calling as,negatif
@BennyHarmanID Anda itu pawang politik...makanya anda masuk DPR,negatif
"@junqyeonn Masa iya?
Btw yeon nih kaya pernah saya liat dramanya, mukanya gak asing. Tapi lupa dimana",negatif
"DPR IAN aja yg berguna emang. 

Merespon 📈",negatif
"@Hardian09022945 @jokowi @puanmaharani_ri @DPR_RI Loh,, emng nya loe sekarang lgi hidup senang berkecukupan?, Tnp merasakan migor mahal, BBM naik, petromax naik, sembako naik?",negatif
Tim Puslit Setjen DPR RI Kunjungi Lanud Hang Nadim https://t.co/dI5GiFdEq8,Positif
@dpr_yian Hahahaha ngga gitu 😭😭😭,negatif
@dpr_yian Oppa punya nya apa?,negatif
@dpr_yian Lucu banget Lori ㅋㅋㅋ,negatif
@junqyeonn Keliatan sih. Yeon on terus :D,negatif
"@junqyeonn Kemahalan, gak punya duit yeon",negatif
"@dah_ribet_amat @arupha_00 @Getitrights @tanyakanrl Dah gais kalo ada yg punya modal lebih, coba buat usaha londry, khusus utk londry gorden2 dpr. Dijamin kembali kinclong👍🏻🤣",negatif
@jeyunsi Salam kenal juga jake,Positif
Emang udah sop nya DPR ya nyusahin rakyat?,negatif
"ANGGOTA Komisi VIII DPR RI Samsu Niang menilai persiapan keberangkatan jemaah haji tahun 1443 H/2022 M di Provinsi Kalimantan Timur sudah dilakukan cukup baik, dengan melakukan beberapa hal oleh pihak terkait.

Sumber: https://t.co/QYBR1QDTgc",Positif
@junqyeonn Namanya Lori https://t.co/PSTP5nBeMx,negatif
@dpr_yian Sampai saat ini belum ketemu jawabannya oppa,negatif
"@FT_IDN Kalau mau, revisi uu kewarganegaraan masuk prolegnas dpr sampai masa jabatan mereka 2024. Yg jelas gak bakal dibahas tahun ini, karena gak masuk prioritas dan belum ada kajiannya, malah kalah sama uu ikn cepetnya.
Saran saya suporter ada bikin naskah akademiknya utk naturalisasi",negatif
"@ash_bossss Kalo udah nemu, kasih tau ya as",negatif
@tanyakanrl lah dpr mau gordenin satu indo,negatif
@dpr_yian Siapa namanya oppa?,negatif
@dpr_yian Kan Yeon emang anak nya mommy Yoona 😳😳,negatif
@dpr_yian Yeon semangat selalu,Positif
@tanyakanrl bener kata gusdur emang bubarin aja dpr,negatif
@dpr_yian Kok malah ngga jadi 😔😔,negatif
@jieutnie Yang ituloh. Boleh sebut merk nih?,negatif
@aespwinteo Merem sambil ngunyah 😀,negatif
@SlRDJEONS Nanti yang beli anak gadis semua gimana jek?,negatif
@SlRDJEONS @saeromses Sambil dirawat seperti malika,negatif
"@detikcom Kalo bebas biaya ntar alasannya terbebani pembuatan kartu SIM, mendingan kalo DPR  niat sungguhan usulkan aja buat seumur hidup,, kecuali kalo hilang / ganti rusak bisa jg d usulkan gratis.",negatif
@junqyeonn Mahal juga ya. Gak jadi beli deh,negatif
"Selisih Harga Solar Rp7.800/Liter, DPR: Negara Lihat Nasib Pertamina https://t.co/My2WWF4u4p",negatif
"""DPR RI bersama pemerintah dan penyelenggara pemilu telah menyepakati Pemilihan Umum 2024 digelar 14 Februari 2024."" -- Puan Maharani https://t.co/UkHLnDwRGw",Positif
"@jwheeeint Tersanjung bacanya wkwk. Saya ramal, sibuknya pasti masih lama..

No 10.. saya pernah salah ss dm, mau gibah malah di sent ke orang yg digibahin, malu sih. Wkwk
Lanjut lagi whee, no 21?",Positif
Tim Puslit Setjen DPR RI Kunjungi Lanud Hang Nadim https://t.co/TjlB0QSa3X,Positif
"@C1lukbaaa Dpr boleh bubar, rusia boleh perang, tp tupperware ibu jangan sampai hilang 🤸",negatif
"@geloraco TUNGGU KEHANCURAN .. ALLAH TIDAK SUKA SESUATU YANG BERLEBIHAN @jokowi @wapres_ri mohon pak Wapres ingatkan pak Jokowi, akhir masa jabatannya penuh dgn Polemik. @mprgoid @DPDRI @DPR_RI @KemensetnegRI @setkabgoid @KSPgoid",negatif
